rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
21,Robert Gasser,688107,MIL,L,LAA,MIL@LAA,8:38 PM CT,2026-08-02T01:38:00Z,ok,prior:2026-07-31,5.055757575757576,21,2.3333333333333335,season_avg,starter,21.75182106024486,25.10516542644403,4.482851823729831,4.546856965254119,1.9576638954220373,9,9,1.0,21,,21,2.197674467345714,1.7267442243430609,8.162790878712652,4.378542977785337,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,4.0,7.714285714285714,4.666666666666667,4.333506493506494,0.3,24.48377581120944,0.24514485235005273,7.964601769911504,recent,1.0227337530363796,neutral,1.0030185840707964,1.0,neutral,315,629,"687263,545361,694384,624585,687093,666176,694203,518595,642350",Zach Neto; Mike Trout; Nolan Schanuel; Jorge Soler; Vaughn Grissom; Jo Adell; Denzer Guzman; Travis d'Arnaud; Jose Siri,,False,,20,0.3448275862068966,soft,avg,-0.7481789397551388,-2.7319547509645794,,"arsenal K% 21.8 (avg solo, -0.7 vs lg, -2.7 vs opp K%, opp K% 24.5; slate #20/29 soft)",,,,,,,,,,0,0,,0,0,,
22,José Soriano,667755,LAA,R,MIL,MIL@LAA,8:38 PM CT,2026-08-02T01:38:00Z,ok,prior:2026-07-31,4.939345801838611,20,2.2222222222222223,season_avg,starter,24.407848683107353,23.476378430567888,4.1851097236511094,4.484472303819316,2.196706381479662,9,9,1.0,20,,20,4.170731707317073,0.8780487804878049,9.292682926829269,3.710528671063059,medium,high_bb,0.9,,4.0,6.352941176470588,5.666666666666667,3.4865970365919603,0.3,18.53932584269663,0.2671299195555322,9.831460674157304,recent,0.9422807914354685,patient,0.9643252808988764,0.9816224719101123,elevated,1096,946,"668930,694192,592885,661388,641343,669003,800325,666152,806198",Brice Turang; Jackson Chourio; Christian Yelich; William Contreras; Jake Bauers; Garrett Mitchell; Luis Lara; David Hamilton; Cooper Pratt,,False,,7,0.7931034482758621,strong,elite,1.9078486831073533,5.868522840410723,,"arsenal K% 24.4 (elite solo, +1.9 vs lg, +5.9 vs opp K%, opp K% 18.5; slate #7/29 strong)",1.0,0.0,7.0,2.0,0.0,2.0,.400,.971,0.0,0,0,,1,0,0.0,2025-09-17 A: 1.1IP 0K
23,Zac Thornton,804267,NYM,L,MIA,MIA@NYM,3:10 PM CT,2026-08-01T20:10:00Z,ok,prior:2026-07-31,5.933333333333334,22,2.4444444444444446,season_avg,starter,20.087818138543902,21.558714376661797,4.106883873254633,4.288651838639623,1.807903632468951,9,9,1.0,22,,22,2.1235955511285063,0.6067415860367161,6.6741574464038775,3.8641743050942616,clear,,1.0,,4.0,5.586206896551724,6.444444444444444,3.6827586206896554,0.3,22.22222222222222,0.23199055847435093,8.47953216374269,recent,1.0039607483946624,neutral,0.9983842105263158,1.0,neutral,140,261,"689414,669364,672640,669065,665052,681715,805300,691788,691594",Liam Hicks; Xavier Edwards; Otto Lopez; Kyle Stowers; Griffin Conine; Heriberto Hernández; Jakob Marsee; Joe Mack; Javier Sanoja,statcast_fallback,True,"K9 6.7, soft L3 4.0",24,0.20689655172413793,soft,avg,-2.412181861456098,-2.1344040836783194,FILLER,"soft-contact (K9 6.7, soft L3 4.0) + arsenal K% 20.1 (avg solo, -2.4 vs lg, -2.1 vs opp K%, opp K% 22.2; slate #24/29 soft) — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",,,,,,,,,,0,0,,0,0,,
24,Ryan Feltner,663372,COL,R,KC,KC@COL,7:10 PM CT,2026-08-02T00:10:00Z,ok,prior:2026-07-31,4.037398666666666,18,2.0,season_avg,starter,22.97777769063319,27.3666008154232,4.071746703006145,4.333654963478167,2.067999992156987,9,9,1.0,18,,18,3.6933963593319716,1.910377427240675,6.87735873806643,4.763024903868417,high,"elev_bb,high_hr,elev_xfip,short_recent_ip,exit_hr",0.856995,"short_recent_ip,exit_hr",3.3333333333333335,7.714285714285714,3.888888888888889,3.4606274285714287,0.3,23.7012987012987,0.20286457727190485,7.142857142857143,recent,1.0369894175653873,neutral,1.0104142857142857,1.0,neutral,572,585,"695600,657041,695506,521692,686681,686555,670231,668942,623205",Carter Jensen; Lane Thomas; Jac Caglianone; Salvador Perez; Michael Massey; Isaac Collins; John Rave; Josh Rojas; Andrew Velazquez,,True,"K9 6.9, soft L3 3.3, elev_xFIP 4.76",12,0.6206896551724138,avg,strong,0.4777776906331894,-0.723521010665511,MATCHUP_OK,"soft-contact profile (K9 6.9, soft L3 3.3, elev_xFIP 4.76) but arsenal K% 23.0 (strong solo, +0.5 vs lg, -0.7 vs opp K%, opp K% 23.7; slate #12/29 avg) — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds",1.0,4.0,24.0,1.0,1.0,3.0,.130,.428,16.666666666666668,0,0,,1,4,4.0,2025-04-22 A: 7.0IP 4K
25,Parker Messick,800048,CLE,L,AZ,AZ@CLE,6:15 PM CT,2026-08-01T23:15:00Z,ok,prior:2026-07-31,5.878796648562166,24,2.6666666666666665,season_avg,starter,18.944013131252785,21.692351780862705,3.928611150872154,3.91816566409871,1.7049611818127506,9,9,1.0,24,,24,2.5851064878872196,0.7898936490766505,8.760638653395578,3.5084638388475753,clear,,1.0,,4.333333333333333,6.051724137931034,6.4444444444444455,3.9529839533435247,0.3,18.03713527851459,0.2486990359580661,9.549071618037136,recent,0.9466425859259814,patient,0.9681375331564986,0.9850111405835544,elevated,509,1408,"682998,672695,672515,606466,596146,571448,680728,694374,814439",Corbin Carroll; Geraldo Perdomo; Gabriel Moreno; Ketel Marte; Max Kepler; Nolan Arenado; Adrian Del Castillo; Tim Tawa; Ryan Waldschmidt,,False,,25,0.1724137931034483,soft,soft,-3.5559868687472154,0.9068778527381944,,"arsenal K% 18.9 (soft solo, -3.6 vs lg, +0.9 vs opp K%, opp K% 18.0; slate #25/29 soft)",1.0,6.0,26.0,1.0,0.0,7.0,.280,.628,23.076923076923077,0,0,,1,6,6.0,2025-08-20 A: 6.2IP 6K
26,Tyler Mahle,641816,SF,R,SD,SF@SD,7:40 PM CT,2026-08-02T00:40:00Z,ok,prior:2026-07-31,4.973529411764706,21,2.3333333333333335,season_avg,starter,22.111375304051215,26.095904178527928,3.8779332121894132,4.2373135524274534,1.9900237773646094,9,9,1.0,21,,21,3.539325842696629,1.3146067415730338,8.089887640449438,4.20931127829833,medium,"elev_bb,elev_hr,elev_xfip",0.95,,3.6666666666666665,5.5,6.0,3.0393790849673206,0.3,19.35483870967742,0.3065045499226972,8.211143695014663,recent,0.9300031427038069,neutral,1.000799706744868,1.0,neutral,809,670,"665487,650859,592518,664034,701538,669134,593428,666023,687749",Fernando Tatis Jr.; Luis Rengifo; Manny Machado; Ty France; Jackson Merrill; Luis Campusano; Xander Bogaerts; Freddy Fermin; Jase Bowen,,False,,16,0.4827586206896552,avg,avg,-0.3886246959487849,2.756536594373795,,"arsenal K% 22.1 (avg solo, -0.4 vs lg, +2.8 vs opp K%, opp K% 19.4; slate #16/29 avg)",4.0,24.0,85.0,7.0,2.0,23.0,.295,.776,28.235294117647058,0,0,,0,0,,
27,Kohl Drake,684442,AZ,L,CLE,AZ@CLE,6:15 PM CT,2026-08-01T23:15:00Z,ok,prior:2026-07-31,4.2803196984,18,2.0,season_shrunk,starter,22.035579138109455,22.45068701501022,3.6234289655655227,3.8158995905569038,1.9832021224298508,9,9,1.0,18,,18,4.0,2.0,6.0,6.649143940375911,high,"high_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.84681,"exit_hr,exit_xfip_bb",3.0,6.0,4.5,2.8535464655999996,0.19999999999999998,18.529411764705884,0.21329016846535537,9.411764705882353,recent,0.9717786426381723,neutral,0.9899941176470588,0.9911058823529412,mild,48,101,"682657,608070,800050,656555,677587,681807,683953,595978,680757",Angel Martínez; José Ramírez; Chase DeLauter; Rhys Hoskins; Brayan Rocchio; David Fry; Travis Bazzana; Austin Hedges; Steven Kwan,statcast_fallback,True,"K9 6.0, soft L3 3.0, elev_xFIP 6.65",18,0.41379310344827586,avg,avg,-0.4644208618905452,3.5061673734035708,FILLER,"soft-contact (K9 6.0, soft L3 3.0, elev_xFIP 6.65) + arsenal K% 22.0 (avg solo, -0.5 vs lg, +3.5 vs opp K%, opp K% 18.5; slate #18/29 avg) — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",,,,,,,,,,0,0,,0,0,,
28,Walker Buehler,621111,SD,R,SF,SF@SD,7:40 PM CT,2026-08-02T00:40:00Z,ok,prior:2026-07-31,4.45271643071643,20,2.2222222222222223,season_avg,starter,17.801054304678644,20.366467895128462,3.4047651176622273,3.2492288250818393,1.6020948874210779,9,9,1.0,20,,20,3.780000288391135,1.1700000892639228,8.19000062484746,4.197571512219223,low,elev_bb,0.95,,3.6666666666666665,7.615384615384615,4.333333333333333,3.7676831336831333,0.3,18.91891891891892,0.23288924979519296,9.60960960960961,recent,0.9654784801802114,patient,0.9673202702702702,0.9842846846846847,elevated,925,797,"650333,671218,805811,646240,808982,642715,687529,701852,683766",Luis Arraez; Heliot Ramos; Bryce Eldridge; Rafael Devers; Jung Hoo Lee; Willy Adames; Grant McCray; Drew Cavanaugh; Christian Koss,,False,,28,0.06896551724137931,soft,soft,-4.698945695321356,-1.1178646142402755,,"arsenal K% 17.8 (soft solo, -4.7 vs lg, -1.1 vs opp K%, opp K% 18.9; slate #28/29 soft)",16.0,84.0,329.0,23.0,5.0,70.0,.235,.637,25.53191489361702,1,3,3.0,1,5,5.0,2026-05-05 A: 5.1IP 5K; 2026-03-30 H: 4.0IP 3K
29,Jordan Hicks,663855,CWS,R,TB,CWS@TB,3:10 PM CT,2026-08-01T20:10:00Z,ok,prior:2026-07-31,1.35,6,0.6666666666666666,opener_profile,opener_likely,18.40903689748607,15.396713969114096,1.1036856298172555,1.1036856298172555,1.6568133207737463,9,9,1.0,6,,6,6.387098346119135,0.29032265209632435,10.451615475467676,4.230562810970392,medium,"high_bb,elev_xfip",0.9,,,,,,,23.976608187134502,0.2312406463187124,6.7251461988304095,recent,1.024548638676755,aggressive,1.0125988304093567,1.0,low,209,334,"650490,666018,691406,656775,802415,683748,680700,670764,676439",Yandy Díaz; Jonathan Aranda; Junior Caminero; Cedric Mullins; Chandler Simpson; Victor Mesa Jr.; Richie Palacios; Taylor Walls; Hunter Feduccia,,False,,27,0.10344827586206896,soft,soft,-4.090963102513928,-5.567571289648431,,"arsenal K% 18.4 (soft solo, -4.1 vs lg, -5.6 vs opp K%, opp K% 24.0; slate #27/29 soft)",6.0,7.0,33.0,4.0,0.0,8.0,.276,.640,21.21212121212121,4,4,1.0,2,3,1.5,2026-04-16 H: 1.0IP 1K; 2026-04-14 H: 1.0IP 0K; 2025-07-11 H: 1.0IP 1K; 2023-09-30 H: 2.0IP 2K; 2023-09-24 A: 1.0IP 0K; 2023-09-22 A: 1.0IP 3K
,Quinn Mathews,687273,STL,L,TOR,STL@TOR,2:07 PM CT,2026-08-01T19:07:00Z,missing_arsenal,prior:2026-07-31,5.5,23,2.5555555555555554,default,starter,,,,,,9,0,,0,,23,,,,,clear,,1.0,,,,,,,18.71345029239766,0.24712454976898107,5.555555555555555,recent,,aggressive,1.0219555555555555,1.0,low,0,0,,,,False,,,,,,,,,,,,,,,,,,,0,0,,0,0,,
